ID,Name,First Air Date,Overview,Popularity,Vote Average,Vote Count,Poster_URL,Backdrop_URL
95499,Kyuukyuu Sentai GoGoFive,1999-02-21,"Grandiene has been waiting for the day of resurrection, the day when the planets are in the alignment of the Grand Cross. Her children descend to the Earth to make it a realm of darkness for her. Ten years prior, Doctor Tatsumi of the Tatsumi Disaster Prevention Institute predicted this event, but nobody believed him. He left his family so he could secretly develop and construct the Rescue System. Now in 1999, Doctor Tatsumi appears again to give the means to save the world to his children as the GoGoFive team.",3.1667,8.0,9,https://image.tmdb.org/t/p/w500/tY97Q3HvnookkJHzZzPlfoUrJdm.jpg,https://image.tmdb.org/t/p/w780/e5lVOuyU5y0KGo9CQ15IY6s9Kfb.jpg
153364,Vanny Knights,1999-04-02,"Fujita Kazuyuki is an otaku who turns out to be the one carrying the Millennium Saber within. That means that he's actually Arest Horn, a legendary hero. Amore Gore, an evil organization of demons, seek the Millennium Saber in order to rule the world. Three girls, Arisu, Airi, and Akira, magically appear in Kazuyuki's life. When they transform they become the Three Musketeers of Arest Horn, and it's their duty to protect Kazuyuki until Arest Horn awakens.",0.9956,0.0,0,https://image.tmdb.org/t/p/w500/5CRaXL6VO91NaYLN32qjp4hid3Q.jpg,https://image.tmdb.org/t/p/w780/ddBk9f7MxG4ZNhYMOv4EgC7ar2H.jpg
38185,France Five,1999-11-30,"France Five, originally titled Juushi Sentai France Five and later known as Shin Kenjuushi France Five, is a French series produced by Buki X-4 Productions in the 2000s. It is an homage to Toei's ever-popular Super Sentai series, which was extremely popular in France in the 1980s. As a nod to Super Sentai titles having certain motifs, France Five has each member themed after certain aspects of French culture.  Plot :  Glou Man Chou, ruler of the Lexos Empire, desires to conquer planet Earth. However, the Eiffel Tower generates a barrier around the planet that keeps him from sending his armies en masse. Glou Man Chou sends his warriors and monsters to Earth to destroy the tower and enable a full-scale invasion, but they are opposed by France Five.",0.4913,7.0,1,https://image.tmdb.org/t/p/w500/c0VtLOXVnBkbJ9029ZWM3EwTxmq.jpg,https://image.tmdb.org/t/p/w780/qaQ9PIN7769iIMzKfzShPsNofQB.jpg
239741,Kamen Rider Kuuga,2000-01-30,"When a group of archaeologists uncover the tomb of a legendary warrior, they unearth Kuuga’s belt, accidentally releasing an ancient race of monsters called the Grongi, bent on destroying humanity. Enter Yusuke Godai, a modern-day guy next door, who learns he is telepathically linked to the mysterious stone belt. With its power, he transforms into the legendary warrior known as Kuuga, humanity’s only defense against the murderous Grongi monsters.",2.2221,8.8,4,https://image.tmdb.org/t/p/w500/lmDaSs7LGh71HIr3ZiVPwahZ7pQ.jpg,https://image.tmdb.org/t/p/w780/3J5rPQtETWuEyY9BPr2Lt7FGg7x.jpg
1983,Mirai Sentai Timeranger,2000-02-13,"It's the 30th century and time travel is illegal. To help monitor and police time crimes, the Time Protection Department is founded. But when Don Dolnero and his nefarious gang manage to trick four new TPD cadets into allowing them travel to the 20th century, the four cadets are forced to pursue them for the sake of history. There, in a time foreign to them, the cadets enlist Tatsuya Asami, a young martial artist, to aid their mission. Together, these five youngsters become the Timerangers. And though they try to live as ordinary 20th-century citizens, the Timerangers dedicate their lives to stopping Dolnero and others that may follow in his footsteps, attempting to forever alter the proper timeline!",3.4474,8.0,11,https://image.tmdb.org/t/p/w500/dMbH4Uij9gwi0NqLCFatjl28SrG.jpg,https://image.tmdb.org/t/p/w780/tNTkGuVY1XL8oQd5YKSY8howwVe.jpg
60774,Iron Armored Machine Mikazuki,2000-10-22,"Kazeo Isurugi, a ten-year-old boy, joins the fight against the King Torupa's Idoms by controlling AIT and the ancient giant Mikazuki.",0.7594,9.3,3,https://image.tmdb.org/t/p/w500/2Lh7r467UYMqAOsFqRHDV5GxBPA.jpg,https://image.tmdb.org/t/p/w780/jXflDT2rpDJ0diKhqoM9J0LcDez.jpg
6242,Ultraman Neos,2000-11-22,"Ultraman Neos is a Japanese tokusatsu show, being the 17th show in the Ultra Series. Produced by Tsuburaya Productions, Ultraman Neos was initially intended as a TV series but the project was shelved. Years later, Tsuburaya turned the concept into a 12-episode direct-to-video series. In spite of the appearance of similar designs and a cameo by Zoffy, the series is set in an alternate universe.",1.1297,9.2,4,https://image.tmdb.org/t/p/w500/loycGe7NuaB7tHdsfjYSKha8oXq.jpg,https://image.tmdb.org/t/p/w780/yppP5fKbUb6m9DBrw7P28dMSmrq.jpg
261965,Kamen Rider Agito,2001-01-28,"A man named Shoichi Tsugami has lost his memories. He doesn’t know who he is, where he came from, or how he came upon his peculiar circumstances. Tsugami, seemingly for no reason, transforms into a powerful superhuman, Agito, whenever in the presence of the beings referred by the police as the “Unknown”, a race of powerful monsters that have been causing murders around Tokyo, targeting certain people as their prey. In response, the police department unleash their newest weapon: the G3 powersuit. G3 and Agito don’t know whether they should join up and defeat the Unknowns, their common enemy, or to combat each other, keeping the mysteries that entwine them separate. Ultimately, even more mysteries unfold, with the appearance of Kamen Rider Gills, who is on a search to uncover why his father committed suicide. These mysteries and others collide, as the true nature of Agito would ultimately determine the fate of humanity.",1.3946,9.0,4,https://image.tmdb.org/t/p/w500/rEwSW8hhgxrX367LPWOTYND9BJg.jpg,https://image.tmdb.org/t/p/w780/kipg08gXffrkWXUpTzxL4OQf3Ln.jpg
5357,Hyakujuu Sentai Gaoranger,2001-02-18,"Long ago, a great, destructive war between humans the Orgs was ended; the people of Earth were believed to be the victors. But now, 1,000 years later, the Orgs have returned. And five new warriors have been selected by the Power Animals to claim the responsibility of protecting humanity once again, by becoming Gaorangers!",4.2439,7.3,19,https://image.tmdb.org/t/p/w500/mDTG3RYT6LzNxuJypkG43ICyIEM.jpg,https://image.tmdb.org/t/p/w780/hmhSP3LnFkuhfMmXTLzo5kV23Oz.jpg
2434,Ultraman Cosmos,2001-07-07,"Ultraman Cosmos is a calm and gentle alien of unknown origin who seeks to protect Earth. Unlike most Ultramen, Cosmos is a pacifist and prefers to resolve his disputes or disagreements by the way of peace.",2.7888,8.9,10,https://image.tmdb.org/t/p/w500/5bHjgB6jV8wCGleYN0T9ha5Q3Ag.jpg,https://image.tmdb.org/t/p/w780/bp9GYYXCv13xtgLX5y1wq63YCSn.jpg
261321,Kamen Rider Ryuki,2002-02-03,"""Mirror World"" exists symmetrically beyond an invisible mirror in space, and an exact copy of our human world, where only monsters can dwell. Evil monsters frequently cross the mirror and attack our world. Only Kamen Riders who make a contract with a specific monster and obtain special power from it, can enter ""Mirror World"" and fight against evil monsters with the help of an ""Advent Card.""  Shinji Kido, a journalist, contracts with a dragon and becomes Kamen Rider Ryuki. He fights a fierce battle with evil monsters. Many Kamen Riders appear one after another and fight to satisfy their own aims. However, only one Kamen Rider can outlive others. Thus, it is their fate to keep fighting to the last man.",2.3631,9.2,4,https://image.tmdb.org/t/p/w500/8GDyI86eXzr0aooU6QM10LhBC3h.jpg,https://image.tmdb.org/t/p/w780/hD13DTb8jngfj97ve0mVJE5DiS.jpg
2876,Ninpuu Sentai Hurricaneger,2002-02-17,"When a tragedy befalls their fellow students on graduation day, three pupils of the Hayate Way's Ninja Academy must take on the Jakanja — a clan of evil space warriors. But they can't do it alone. Can they find the help they need? And can the young warriors act swiftly enough to defeat the Jakanja before they destroy the known universe?",3.1411,8.4,17,https://image.tmdb.org/t/p/w500/21E4J55vH9bCqZt2NKk8IUw87z8.jpg,https://image.tmdb.org/t/p/w780/bhKXLgWwCct1v4FeLpnJEMBh64k.jpg
262160,Kamen Rider 555,2003-01-26,"The Smart Brain corporation, the world's most powerful corporation, is trying to take over the world using Orphnoch, the ""next stage in humanity's evolution"", to covertly kill off the human population. In pursuit of this, they develop three suits of power armor, called Rider Gears (each for Faiz, Kaixa, and Delta), to find and protect the Orphnoch King, who can fix a defect within Orphnoch DNA which causes their genetic structure to break down, leading to death.""",1.5497,7.3,3,https://image.tmdb.org/t/p/w500/AnhOHeNe98DDS3wjI1nAZgxn14v.jpg,https://image.tmdb.org/t/p/w780/9iLa6qmNT1U1LseNgc4ZbRadyJv.jpg
5281,Bakuryu Sentai Abaranger,2003-02-16,"The meteorite believed to have once killed off the dinosaurs actually rattled the Earth into two parallel universes — Another Earth and Dino Earth, where dinosaurs continued to thrive. Now they have evolved into the Saurians, a race of humanoid dinosaurs, and the Bakuryu , a race of mechanized dinosaurs. But the wall between our universes has been breached. The Evolians that have been at war with the Saurians and Bakuryu have invaded, and it's up to the Abarangers to protect the world!",5.2174,8.6,18,https://image.tmdb.org/t/p/w500/oKvauf15zNdThK2HqhG4cBe4b2C.jpg,https://image.tmdb.org/t/p/w780/gbY5crvWFNCRgME9fu05kddHhXH.jpg
5405,Pretty Guardian Sailor Moon,2003-10-04,"Usagi Tsukino is a clumsy teenage girl who becomes a Magical Girl named Sailor Moon after meeting a cat named Luna, who tells her she is a destined warrior who must find the reincarnated princess of a lost kingdom. Along the way, she meets other reincarnated warriors who join her group known as the Sailor Senshi who fight the forces of the evil mastermind behind the Dark Kingdom.",3.5894,7.6,16,https://image.tmdb.org/t/p/w500/6VvMQsIORzOty9X1p3ZC9mfPwl6.jpg,https://image.tmdb.org/t/p/w780/p82rqt9sUdbsH2CQVsdWQcdt09B.jpg
262251,Kamen Rider Blade,2004-01-25,"Ten thousand years ago, a massive battle royale known as the Battle Fight was fought by fifty-two Undead, each representing a species fighting for dominance over all others. The winner was the Human Undead, known as Category Two of Hearts, giving dominion of the Earth to humanity. In the present day, archaeologists discover the sealed Undead, and accidentally set them free. Thus, a new Battle Fight begins.",1.8658,10.0,1,https://image.tmdb.org/t/p/w500/ch3Lyr9i4V1XcZa9DjCKdUdsl5k.jpg,https://image.tmdb.org/t/p/w780/3dfyMCtyIN0woiUiBKFcoRKwqeO.jpg
5744,Tokusou Sentai Dekaranger,2004-02-15,"Welcome to Megalopolis! Once a peaceful Earth city, it's now a haven for criminals aided by the nefarious Alienizer arms dealer, Agent Abrella. Now, it's up to Ban Akaza and the Special Police Dekarangers to protect the Earth from the invading Alienizers and finally bring peace and justice back to the planet.",4.2614,8.2,20,https://image.tmdb.org/t/p/w500/gnJMQ4u7lkySxahhuwZ96u69Vx2.jpg,https://image.tmdb.org/t/p/w780/hM4CnVs5wW9SI1TQkMTljsHhUE5.jpg
1281,Ultraman Nexus,2004-10-02,"The TLT is a covert international anti-monster unit established secretly to combat Space Beasts, mysterious monsters that are out to attack humans in the year 2009. One of the TLT's new recruits, Kazuki Komon, is attacked by one of them prior to reporting for duty. However, he is saved by a silver giant that he names ""Ultraman"". What no one knows is that the silver giant is an Ultraman — to be precise, Ultraman Nexus, ready to fight the Space Beasts to save the planet Earth.",2.4157,8.8,16,https://image.tmdb.org/t/p/w500/72mNqktWE333mGMlOwwZFZcrQHq.jpg,https://image.tmdb.org/t/p/w780/kXSMnWq5tv0NiHfacyCxhXnTylc.jpg
252613,陰陽少女,2004-10-06,,0.8366,0.0,0,,
262245,Kamen Rider Hibiki,2005-01-30,,0.936,10.0,2,https://image.tmdb.org/t/p/w500/8fBQoqxWsd3fXVKGvv9hZHgO1Fc.jpg,https://image.tmdb.org/t/p/w780/jCiamtNUgrDsFScUzaTrabXtTrn.jpg
4816,Mahou Sentai Magiranger,2005-02-13,"Out of the blue, monsters usually living beneath the Earth’s surface began to attack the terrestrial world. They were called the Underground Hades Empire Infershia. The Ozu Siblings of Makito, Houka, Urara, Tsubasa, and Kai hear from their mother, Miyuki, that they are the Magicians of Justice to stand against the Infershia. The siblings are perplexed by such an unexpected event. However, without hesitation, Miyuki charges at the Infershia, and the Ozu Siblings are forced to come together to fight as one.",5.1233,8.2,15,https://image.tmdb.org/t/p/w500/87QyaV9plde4WyvznnhfXkXtw75.jpg,https://image.tmdb.org/t/p/w780/As3cfzkje7trRO4nXmf1KPDadZF.jpg
3155,Ultraman Max,2005-07-02,"Ultraman Max was an Ultraman TV series which started airing on 7 July 2005, and produced by Tsuburaya Productions and Chubu-Nippon Broadcasting Co., Ltd.. The show tried to return to the true formula of new monsters every week and being a fast paced show like previous series with the exception of Ultraman Nexus. The show is full of homages to past series by having three of the original cast members from the first Ultraman series being featured in an episode, updated versions of classic monsters like Red King, Eleking and Pigmon among others. One unusual episode revolves around the filming of the 1964 program Ultra Q which was the predecessor to the first Ultraman show in 1966. Two actors from that show appear as themselves.",2.7468,9.2,8,https://image.tmdb.org/t/p/w500/18bp74xrGnx71aLEWHlZXBO9jlP.jpg,https://image.tmdb.org/t/p/w780/jUSVUKPuFuNoLT7wshpNj4XmFoE.jpg
1941,GARO,2005-10-07,"The Makai fight a secret war against the demon forces known as Horrors, evil creatures that manifest themselves through darkness to devour Humanity. On the frontlines are the Makai Knights, given the task of watching over a district and eliminating any Horrors that manifest there.  GARO follows the tales of the Knights bearing the title of ‘Golden Knight Garo’, and their duty to vanquish the Horrors and protect Humanity from the darkness.",8.2026,7.9,27,https://image.tmdb.org/t/p/w500/3IBGi1F4oRlykR0k9beIwygn8YM.jpg,https://image.tmdb.org/t/p/w780/mvi2YbFePpq68xaHEwezpmSEdsv.jpg
2044,Madan Senki Ryukendo,2006-01-08,"Akebono City is a peaceful community overflowing with humanity. Since there was a Power Spot that released the magical power in the community, the people were distressed by the threat of the demon army Jamanga who are gathering Minus Energy from the frightened masses for a sinister purpose. The secret organization S.H.O.T. was formed to protect the people of the community from the Jamanga, concealing their existence as ordinary members of the Akebono Police Station, which considers demons beyond their jurisdiction. Kenji Narukami, a student of the Narukami Dragon God Style for fighting demons, arrives at Akebono to fight the demons, eventually getting his wish when he is transformed to RyuKenDo and faces off against Jamanga's forces together with his friends to restore peace in the community.",4.4415,8.2,18,https://image.tmdb.org/t/p/w500/k2Zu19nKv7bT2TBw8mpYaqhUEYy.jpg,https://image.tmdb.org/t/p/w780/ybx0VhQHfMqrv72Mc4Bh5oeoRSl.jpg
255404,Kamen Rider Kabuto,2006-01-29,"Seven years ago, a meteorite struck the Shibuya district of Tokyo. Alien lifeforms known as the Worms, emerged from the meteorite and became a threat to humanity. Ever since, Souji Tendou has been training while waiting for the Kabuto Zecter so that he may properly take up the mantle of Kamen Rider Kabuto. Making many enemies while at the same time meeting other Riders with mysterious origins, Tendou attempts to accomplish his goal at all costs: to destroy all Worms that threaten humanity.",0.7813,9.0,2,https://image.tmdb.org/t/p/w500/qvlhnpGVCILnAGrUwnVJ8zSitBf.jpg,https://image.tmdb.org/t/p/w780/xngrvYTbSQXyp8pmLdI2GvMTkV8.jpg
2159,GoGo Sentai Boukenger,2006-02-19,"Every era has an individual that begins a journey seeking the way of the road. The numerous adventures they encounter are harsh, relentless, and life threatening. It is the burning souls of these brave individuals that lead human beings to the future. People called them Adventurers. The Search Guard Successor Foundation collects treasures from all around the world that are scarce and about to be lost forever. Among the treasures, the secretive finds that contained dangerous powers were called “Precious”. If these Precious were to be robbed and utilized by Negative Syndicates, people would be put in serious danger. This is why the S.G.S. will form a secret unit to locate and defend Precious. The name of the unit is Boukengers.",5.0572,7.0,17,https://image.tmdb.org/t/p/w500/nN7EqhHvIYa1R0cvYmEfXyo8bet.jpg,https://image.tmdb.org/t/p/w780/v2wiAoSf3b0t0UmonVSYJI3yWXH.jpg
5646,Ultraman Mebius,2006-04-08,"Ultraman Mebius is a Japanese television series produced by Tsuburaya Productions and Chubu-Nippon Broadcasting. It is the 17th TV series and 40th anniversary production in the Ultra Series, which first began in 1966. It premiered on the Tokyo Broadcasting System on April 8, 2006. Unlike the two prior entries, Ultraman Nexus and Ultraman Max, Mebius was moved from Saturday mornings to Saturday evenings at 05:30. ""Mebius"" is the Japanese approximation of Möbius; the Möbius strip is a recurring motif in the series and the show going to air in Korea in April 2012.  The series opens with the introduction of the rookie Ultraman Mebius, who is sent to Earth by the Father of Ultra. The series is set 40 years after the shows of Ultraman, and makes many references from Ultra Q through to Ultraman 80.",3.3401,8.5,14,https://image.tmdb.org/t/p/w500/v19lPIh9qGwEc6OHVJdpwlaxOyI.jpg,https://image.tmdb.org/t/p/w780/mb3gGHWfsFfdKTA4xgEPigQsT54.jpg
259906,Kamen Rider Den-O,2007-01-28,Ryotaro Nogami transforms into Kamen Rider Den-O traveling to different times using the time-traveling train DenLiner to battle the Imagin monsters and preventing them from altering the past to affect the present and future.,1.3656,10.0,1,https://image.tmdb.org/t/p/w500/pjTsShTX5Ma2W9vWO6EKq5zfxYV.jpg,https://image.tmdb.org/t/p/w780/LIVFFsAEEpRf05u4G0Z9ApISnF.jpg
3238,Juken Sentai Gekiranger,2007-02-18,"Beast-Fist is a form of martial arts where the powers of a beast can be acquired by sensing the beast in their hearts. There are two relative schools of the Beast-Fist. One, the Beast-Fist of justice, Geki Juken Beast Arts. And one, the evil Beast-Fist of Rin Juken Akugata. The two schools of warriors learn and change in order to increase in power every day, as they are destined to clash.",3.6986,7.5,11,https://image.tmdb.org/t/p/w500/gYCSwF9wHsDUMSIODBk1cORW06z.jpg,https://image.tmdb.org/t/p/w780/kPNMAEfngDfu3zsjAX6ogS6Uoyf.jpg
261889,Kawaii! JeNny,2007-10-01,"Jenny, along with her two friends Akira and Nadeshiko, are recruited by a powerful man named Mr. Crown to become a trio of superheroines. Together, the ""Sweets Angels"" fight against the evil Sister B and her partners the Bears to save the Earth's fashion and sweets.",0.4422,0.0,0,https://image.tmdb.org/t/p/w500/21iFfyTavCNmo9jQKjQQVqcT1cE.jpg,
6726,Cutie Honey: The Live,2007-10-02,"The Panther Claw organization is driven by a relentless pursuit of wealth, using any means necessary to achieve their goals. However, their plans start to unravel thanks to the unexpected interference of a seemingly ordinary girl. This girl, who initially encounters Panther Claw by chance, turns out to be Kisaragi Honey, the ‘daughter’ of the brilliant cyberneticist Dr. Kisaragi Koshirou. Recognizing her value, Panther Claw’s four members race to capture Cutie Honey.  Kisaragi Honey, also known as Cutie Honey, is not alone in her fight. She is joined by two allies, Saotome Miki (Sister Miki) and Kenmochi Yuki (Sister Yuki). Together, they work to thwart Panther Claw’s schemes and protect Honey from being exploited.",1.5122,6.2,4,https://image.tmdb.org/t/p/w500/nK6smRKjzhzfQS6SN2PfKBk2uUq.jpg,https://image.tmdb.org/t/p/w780/vBjQLIETOykOZPjMB70ZlLE0nBu.jpg
6680,Ultraseven X,2007-10-05,"Ultraseven X is the 23rd entry in the Tsuburaya Productions' long-running Ultra Series. It is a revival of the 1967 classic Ultra Seven, and is the first in Tsuburaya Productions' Ultra hero series to be exclusively for an adult audience and in wide screen high-definition format. The show first aired on October 5, 2007 at 2.15am on CBC and 2.25am on TBS.",0.9748,8.5,8,https://image.tmdb.org/t/p/w500/5jR82lOTAlAHhi6r3zrpUwv8VuZ.jpg,https://image.tmdb.org/t/p/w780/iu2FF46MKz92bxHZlSp8OXdyv9V.jpg
261680,Kamen Rider Kiva,2008-01-27,"22 years after the disappearance of his father, Wataru Kurenai lives in an infamous ""haunted house"" where he is destined as Kamen Rider Kiva to fight Fangires, a species of life force-draining vampires who can assume stained glass-like monster body that his father fought years ago before his disappearance. The story is split between Wataru in the present (2008–09) and his father Otoya in the past (1986–87), slowly revealing the link between the Fangire race and Kiva.",1.5956,10.0,1,https://image.tmdb.org/t/p/w500/6BdKgFr5wViKddmsIB00JtY1mKO.jpg,https://image.tmdb.org/t/p/w780/e7FTq5suxTSqFVciJmlr7tNm8kq.jpg
5615,Engine Sentai Go-Onger,2008-02-17,"The Barbaric Machine Clan “Gaiark” was exiled from the Machine World by the Engines, who are huge machines that have their own will. With the exile, the Gaiark switched their target to the world of humans and attacked to pollute the Earth in order to make it more habitable for them. This is when three young individuals with hearts of justice stand up as Go-Ongers.",3.2958,6.3,18,https://image.tmdb.org/t/p/w500/bHcrJjOR59vm87r2RFYRrcDxkDp.jpg,https://image.tmdb.org/t/p/w780/9ifgcsYIRgVyoROUpWpefP7dBAV.jpg
6978,Tomica Hero: Rescue Force,2008-04-05,"Tomica Hero: Rescue Force is a Japanese tokusatsu television series that began airing April 5, 2008, on TV Aichi. It is the first Tomica Hero series based on Takara Tomy's Tomica toy car line. The characters use Tomica's Super Tools and Super Vehicles to help save people from Super-Disasters and battle the evil causing them. It is the second tokusatsu series that Takara Tomy has been involved in following Madan Senki Ryukendo. It is directed by Masato Tsujino, and written by Shinichi Inotsume and Hiroyuki Kawasaki, the same team behind Ryukendo. A film for Tomica Hero: Rescue Force was released in December 2008.",1.6202,7.375,4,https://image.tmdb.org/t/p/w500/pNKF8AOXKx0QPGFIrLJpN2PT1vf.jpg,
77238,Kamen Rider: Dragon Knight,2009-01-03,"Kamen Rider: Dragon Knight is an American science fiction superhero television series that originally aired on The CW, as part of the CW4Kids programming block, from December 13, 2008 to December 26, 2009. It is an adaptation of the Japanese tokusatsu show Kamen Rider Ryuki and is the second installment in the Kamen Rider franchise to be adapted for American audiences after Saban's Masked Rider in 1995. The series was developed for television by Steve and Michael Wang and produced by Jimmy Sprague through Adness Entertainment.",1.9814,8.158,95,https://image.tmdb.org/t/p/w500/4iUza77ACk3cpCqs4z4Fk5joJr8.jpg,https://image.tmdb.org/t/p/w780/iaOaxd0LgPaxSene0rYDtFUklBZ.jpg
261692,Masked Rider DCD,2009-01-25,"Nine universes of the previous Kamen Riders from the Heisei era are merging into one, something that would destroy all the worlds. To prevent this, Tsukasa Kadoya transforms into Kamen Rider Decade and is told that to protect his own world he must travel to all of the other Kamen Riders' worlds (Another Rider's worlds) and eliminate the anomalies in those worlds. Along the way, confronting the mysterious Narutaki and the thief Daiki Kaito, they are joined by Yusuke Onodera of the World of Kuuga and Kivala of the World of Kiva.",1.7538,10.0,1,https://image.tmdb.org/t/p/w500/6VbrSVUKwnFvs6DctkYzVAxgLOg.jpg,https://image.tmdb.org/t/p/w780/oN6pyYUpi2j5F1H3DZiBt3TMcBh.jpg
16347,Samurai Sentai Shinkenger,2009-02-15,"For eighteen generations, samurai of the Shiba Clan have suppressed the evil intentions of the Gedoushu, malevolent spirits that enter the world of the living from gaps between buildings and other structures. Now, Takeru Shiba, the youngest head of the Shiba Clan must gather his four vassals in order to battle the Gedoushu under the revived Doukoku Chimatsuri as the Shinkengers.",3.387,7.3,20,https://image.tmdb.org/t/p/w500/omT1VhZy2R1SmQyrqVMmM5P85LF.jpg,https://image.tmdb.org/t/p/w780/2PE9z3QAmjoMUvsKcJ0lzEwLFOc.jpg
16229,Tomica Hero: Rescue Fire,2009-04-04,"Tomica Hero: Rescue Fire is a Japanese tokusatsu television series based on Takara Tomy's Tomica toy car line. A sequel to Tomica Hero: Rescue Force, Rescue Fire tells of another branch of the United Fire-Defense Agency that helps save people from Super-Fire created by demons seeking to make people suffer. This series marks the beginning as well as an end of a program franchise dubbed the Tomica Hero Series. The Tomica Hero story was concluded in the special stage production Nissan Haul Special Live Stage FINAL that featured the return of Obuchi, a new R4, and the return of the original R4.",1.2804,9.7,3,https://image.tmdb.org/t/p/w500/kCbkoKs5zIT69wIAU35ahGcIo8E.jpg,https://image.tmdb.org/t/p/w780/mYZFXIWBjTO6zNnJmYuhykD6RMa.jpg
262157,Kamen Rider W,2009-09-06,"In the windy city of Fuuto, detective Shotaro Hidari and his partner, the mysterious Philip combine to become the two-in-one Kamen Rider, W in order to fight creatures called ""Dopants"" that abuse the power of items called Gaia Memories.",1.8835,9.0,2,https://image.tmdb.org/t/p/w500/Ai1mP9JSjQGDe3eEhPF2HaUm6bn.jpg,https://image.tmdb.org/t/p/w780/j8592C7VNK7lnT84VnC77HlvHsY.jpg
31606,Tensou Sentai Goseiger,2010-02-14,"The alien invasion force called Warstar destroy the Heaven’s Tower, the bridge between the Earth and the Gosei World, home of the Gosei Angels. Five apprentice Gosei Angels who happened to be on the Earth transform into Goseiger and fight to defend the Earth.",4.9338,7.1,13,https://image.tmdb.org/t/p/w500/eoRnlSWTPBcSuil3XMoFLFXtae4.jpg,https://image.tmdb.org/t/p/w780/uy6x1cJuuRReGfMnwGkRfCsD3Te.jpg
132692,Shotaro Hidari Hard-Boiled Delusion Diary,2010-02-21,"It's hard being a hard-boiled detective and a Kamen Rider, especially when you have such an annoying girl who owns your detective agency. Shotaro often lets his mind wander following some of Kamen Rider W's most memorable cases.",0.689,0.0,0,https://image.tmdb.org/t/p/w500/86pAM8PcQLmHNBGW40km5l3PKwX.jpg,
197112,Super Sentai Versus Series Theater,2010-05-23,"The Super Sentai Versus Series Theater (スーパー戦隊VSシリーズ劇場 Sūpā Sentai Bāsasu Shirīzu Gekijō) was a special event on TV Asahi during the run of Tensou Sentai Goseiger, airing an hour before. This show was a compilation of thirteen Super Sentai crossover movies in half-hour parts (from Chouriki Sentai Ohranger: Ole vs. Kakuranger through Juken Sentai Gekiranger vs. Boukenger) as well as Kyukyu Sentai GoGo-V the Movie: Sudden Shock! A New Warrior; all broken into half-hour parts (usually two-parts; Hyakujuu Sentai Gaoranger vs. Super Sentai had three). The movies had commentary at the beginning and end by the Goseiger about the teams and the storylines within the movies and along with that, they also talk about what's coming up on their show.",0.6247,10.0,1,https://image.tmdb.org/t/p/w500/tSxEwVJ7vsxYXUkK5qAWWy1fTRx.jpg,https://image.tmdb.org/t/p/w780/uARLzKIDeCkNgX7uWYBFMGKRLij.jpg
247761,Manpuku Shoujo Dragonet,2010-07-03,"Maya, Mei, and Runa Shijo are detectives who work at the detective office of Tokuko Shijo, their aunt. At the same time, the girls helps with their parents' Chinese restaurant. However, no one knows, they all are descendants of the dragon tribe, and they transform into dragon warriors called Dragonet . Their goal is solving the incident caused by the evil tiger tribe.",0.8457,6.0,1,https://image.tmdb.org/t/p/w500/3B8iaYmdQcdeJLMLBa37osllMmo.jpg,
262250,Kamen Rider OOO,2010-09-05,"Eiji Hino is a wanderer who has no place to call home and a tragic past. When metallic creatures known as the Greeed awaken after their 800-year slumber to attack humans and feed off of their desires, the disembodied arm of the Greeed named Ankh gives Eiji a belt and three Medals to fight the other Greeed as Kamen Rider OOO. The mysterious Kougami Foundation approaches Eiji and begins assisting him in his fight against the Greeed, though their true motives are not clear. As Eiji fights the Greeed and their Yummy monsters, learning more about the Greeed and Ankh, he starts to find a purpose beyond his journey.",2.068,9.3,3,https://image.tmdb.org/t/p/w500/3bVZefIWO23W4Em2HA6jL2qvaTH.jpg,https://image.tmdb.org/t/p/w780/u4T03SUoBmqeUD3hOYlA44G4zb2.jpg
95707,Kaizoku Sentai Gokaiger,2011-02-13,"A group of young pirates from space come to Earth to obtain the ""Greatest Treasure in the Universe"", which can only be acquired after obtaining the Ultimate Powers of the 34 Super Sentai. However, they end up running afoul of the Space Empire Zangyack, whose earlier invasion forces were wiped out by the 34 Super Sentai long ago. As a result, the space pirates use ""pirate copies"" of the powers of the older teams and fight the Zangyack forces as the Gokaigers.",5.0912,7.3,20,https://image.tmdb.org/t/p/w500/yHHf6ERcZMp3av3Bw41FYR68F9I.jpg,https://image.tmdb.org/t/p/w780/x3fvIdnXluHW2XgPont68E7tFCn.jpg
204821,"OOO, Den-O, All Riders: Let's Go Kamen Riders: ~Let's Look! Only Your 48 Riders~",2011-03-11,"OOO, Den-O, All Riders: Let's Go Kamen Riders: ~Let's Look! Only Your 48 Riders~ (ネット版 オーズ・電王・オールライダー レッツゴー仮面ライダー ～ガチで探せ！君だけのライダー48～, Nettoban Ōzu Den'ō Ōru Raidā: Rettsu Gō Kamen Raidā ~Gachi de Sagase! Kimi dake no Raidā Fōtī Eito~) is the series of net movies accompanying OOO, Den-O, All Riders: Let's Go Kamen Riders. The films total to 48 shorts that were released every Friday beginning March 11, 2011. Each webisode focuses on a Kamen Rider that matches a specific Zodiac sign and a blood type.",0.5834,6.0,1,https://image.tmdb.org/t/p/w500/1FGilyLhhiagdmBVve0Cj5dOw6t.jpg,
