ID,Name,First Air Date,Overview,Popularity,Vote Average,Vote Count,Poster_URL,Backdrop_URL,Genres,Age_Rating,Keywords,Director
1941,GARO,10/7/2005,"The Makai fight a secret war against the demon forces known as Horrors, evil creatures that manifest themselves through darkness to devour Humanity. On the frontlines are the Makai Knights, given the task of watching over a district and eliminating any Horrors that manifest there.  GARO follows the tales of the Knights bearing the title of ‘Golden Knight Garo’, and their duty to vanquish the Horrors and protect Humanity from the darkness.",8.2026,7.9,27,https://image.tmdb.org/t/p/w500/3IBGi1F4oRlykR0k9beIwygn8YM.jpg,https://image.tmdb.org/t/p/w780/mvi2YbFePpq68xaHEwezpmSEdsv.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama",16,"sword, magic, supernatural, superhero, sword fight, knight, super power, makai knight, garo, demon slayer, nudity, henshin heroes, tokusatsu","Keita Amemiya, Kengo Kaji, Makoto Yokoyama, Y?ji Kobayashi, K?ichi Ishida"
2044,Madan Senki Ryukendo,1/8/2006,"Akebono City is a peaceful community overflowing with humanity. Since there was a Power Spot that released the magical power in the community, the people were distressed by the threat of the demon army Jamanga who are gathering Minus Energy from the frightened masses for a sinister purpose. The secret organization S.H.O.T. was formed to protect the people of the community from the Jamanga, concealing their existence as ordinary members of the Akebono Police Station, which considers demons beyond their jurisdiction. Kenji Narukami, a student of the Narukami Dragon God Style for fighting demons, arrives at Akebono to fight the demons, eventually getting his wish when he is transformed to RyuKenDo and faces off against Jamanga's forces together with his friends to restore peace in the community.",4.4415,8.2,18,https://image.tmdb.org/t/p/w500/k2Zu19nKv7bT2TBw8mpYaqhUEYy.jpg,https://image.tmdb.org/t/p/w780/ybx0VhQHfMqrv72Mc4Bh5oeoRSl.jpg,"Action & Adventure, Family, Kids, Sci-Fi & Fantasy, Drama",7,"martial arts, magic, key, transformation, friendship, superhero, swordsman, demon, super power, police department, city, monsters, power suit, henshin heroes, tokusatsu","Shoji Yonemura, Hidenori Ishida, Naoki Tamura, Takao Nagaishi, Ryuta Tasaki, Nobuhiro Suzumura, Takayuki Shibasaki, Atsushi Kaji, Shinichiro Shirakura, Naomi Takebe"
255404,Kamen Rider Kabuto,1/29/2006,"Seven years ago, a meteorite struck the Shibuya district of Tokyo. Alien lifeforms known as the Worms, emerged from the meteorite and became a threat to humanity. Ever since, Souji Tendou has been training while waiting for the Kabuto Zecter so that he may properly take up the mantle of Kamen Rider Kabuto. Making many enemies while at the same time meeting other Riders with mysterious origins, Tendou attempts to accomplish his goal at all costs: to destroy all Worms that threaten humanity.",0.7813,9,2,https://image.tmdb.org/t/p/w500/qvlhnpGVCILnAGrUwnVJ8zSitBf.jpg,https://image.tmdb.org/t/p/w780/xngrvYTbSQXyp8pmLdI2GvMTkV8.jpg,"Drama, Sci-Fi & Fantasy, Action & Adventure, Kids",12,"super speed, meteor crash, henshin heroes, tokusatsu, 甲斗","Sho Aikawa, Masayuki Suzuki, Katsuya Watanabe, Noboru Takemoto, Hidenori Ishida"
2159,GoGo Sentai Boukenger,2/19/2006,"Every era has an individual that begins a journey seeking the way of the road. The numerous adventures they encounter are harsh, relentless, and life threatening. It is the burning souls of these brave individuals that lead human beings to the future. People called them Adventurers. The Search Guard Successor Foundation collects treasures from all around the world that are scarce and about to be lost forever. Among the treasures, the secretive finds that contained dangerous powers were called “Precious”. If these Precious were to be robbed and utilized by Negative Syndicates, people would be put in serious danger. This is why the S.G.S. will form a secret unit to locate and defend Precious. The name of the unit is Boukengers.",5.0572,7,17,https://image.tmdb.org/t/p/w500/nN7EqhHvIYa1R0cvYmEfXyo8bet.jpg,https://image.tmdb.org/t/p/w780/v2wiAoSf3b0t0UmonVSYJI3yWXH.jpg,"Sci-Fi & Fantasy, Action & Adventure, Kids",ALL,"monster, treasure hunt, superhero, giant robot, giant monster, superhero team, kaiju, military, ancient civilization, futuristic vehicle, mythical artifact, sentai, super sentai, henshin heroes, tomb raiding, tokusatsu","Masanao Akahoshi, Yuji Kobayashi, Kazuya Konaka, Hirochika Muraishi, Yuji Chiba, Koichi Sakamoto"
5646,Ultraman Mebius,4/8/2006,"Ultraman Mebius is a Japanese television series produced by Tsuburaya Productions and Chubu-Nippon Broadcasting. It is the 17th TV series and 40th anniversary production in the Ultra Series, which first began in 1966. It premiered on the Tokyo Broadcasting System on April 8, 2006. Unlike the two prior entries, Ultraman Nexus and Ultraman Max, Mebius was moved from Saturday mornings to Saturday evenings at 05:30. ""Mebius"" is the Japanese approximation of Möbius; the Möbius strip is a recurring motif in the series and the show going to air in Korea in April 2012.  The series opens with the introduction of the rookie Ultraman Mebius, who is sent to Earth by the Father of Ultra. The series is set 40 years after the shows of Ultraman, and makes many references from Ultra Q through to Ultraman 80.",3.3401,8.5,14,https://image.tmdb.org/t/p/w500/v19lPIh9qGwEc6OHVJdpwlaxOyI.jpg,https://image.tmdb.org/t/p/w780/mb3gGHWfsFfdKTA4xgEPigQsT54.jpg,Action & Adventure,PG,"monster, hero, villain, superhero, alien, giant monster, dinosaur, alien invasion, super power, kaiju, anniversary, supervillain, aging superhero, kyodai hero, ultraman, returning hero, giant hero, henshin heroes, tokusatsu","Yasuko Kobayashi, Ryuta Tasaki, Hidenori Ishida, Takao Nagaishi, Kenzo Maihara, Taro Sakamoto, Osamu Kaneda, Naoki Tamura, Takayuki Shibasaki, Atsushi Kaji, Shinichiro Shirakura, Naomi Takebe"
259906,Kamen Rider Den-O,1/28/2007,Ryotaro Nogami transforms into Kamen Rider Den-O traveling to different times using the time-traveling train DenLiner to battle the Imagin monsters and preventing them from altering the past to affect the present and future.,1.3656,10,1,https://image.tmdb.org/t/p/w500/pjTsShTX5Ma2W9vWO6EKq5zfxYV.jpg,https://image.tmdb.org/t/p/w780/LIVFFsAEEpRf05u4G0Z9ApISnF.jpg,"Drama, Sci-Fi & Fantasy, Action & Adventure, Kids",,"time travel, train, henshin heroes, tokusatsu","Michiko Yokote, Shojiro Nakazawa, Hiroyuki Kato, Katsuya Watanabe, Masato Tsujino, Noboru Takemoto, Satoshi Morota, Masashi Yagi, Hideaki Tsukada, Takaaki Utsunomiya, Koichi Yada"
3238,Juken Sentai Gekiranger,2/18/2007,"Beast-Fist is a form of martial arts where the powers of a beast can be acquired by sensing the beast in their hearts. There are two relative schools of the Beast-Fist. One, the Beast-Fist of justice, Geki Juken Beast Arts. And one, the evil Beast-Fist of Rin Juken Akugata. The two schools of warriors learn and change in order to increase in power every day, as they are destined to clash.",3.6986,7.5,11,https://image.tmdb.org/t/p/w500/gYCSwF9wHsDUMSIODBk1cORW06z.jpg,https://image.tmdb.org/t/p/w780/kPNMAEfngDfu3zsjAX6ogS6Uoyf.jpg,"Action & Adventure, Sci-Fi & Fantasy, Kids",,"martial arts, kung fu, monster, sports, superhero, mecha, giant robot, giant monster, superhero team, wild child, kaiju, super sentai, animal robot, henshin heroes, tokusatsu, gekiranger","Yoshio Urasawa, Katsuhiko Chiba, Akatsuki Yamatoya, Kento Shimoyama, Shinya Kawabata, Koichi Kawakita, Takayuki Oshima, Fumitaka Kunugi, Mitsuru Tanaka"
261889,Kawaii! JeNny,10/1/2007,"Jenny, along with her two friends Akira and Nadeshiko, are recruited by a powerful man named Mr. Crown to become a trio of superheroines. Together, the ""Sweets Angels"" fight against the evil Sister B and her partners the Bears to save the Earth's fashion and sweets.",0.4422,0,0,https://image.tmdb.org/t/p/w500/21iFfyTavCNmo9jQKjQQVqcT1cE.jpg,,"Kids, Action & Adventure",,tokusatsu,"Toshiki Inoue, Makoto Yokoyama"
6726,Cutie Honey: The Live,10/2/2007,"The Panther Claw organization is driven by a relentless pursuit of wealth, using any means necessary to achieve their goals. However, their plans start to unravel thanks to the unexpected interference of a seemingly ordinary girl. This girl, who initially encounters Panther Claw by chance, turns out to be Kisaragi Honey, the ‘daughter’ of the brilliant cyberneticist Dr. Kisaragi Koshirou. Recognizing her value, Panther Claw’s four members race to capture Cutie Honey.  Kisaragi Honey, also known as Cutie Honey, is not alone in her fight. She is joined by two allies, Saotome Miki (Sister Miki) and Kenmochi Yuki (Sister Yuki). Together, they work to thwart Panther Claw’s schemes and protect Honey from being exploited.",1.5122,6.2,4,https://image.tmdb.org/t/p/w500/nK6smRKjzhzfQS6SN2PfKBk2uUq.jpg,https://image.tmdb.org/t/p/w780/vBjQLIETOykOZPjMB70ZlLE0nBu.jpg,"Action & Adventure, Comedy, Sci-Fi & Fantasy",,"based on manga, cutie honey, henshin heroes, magical girl, tokusatsu","Toshiki Inoue, Makoto Yokoyama"
6680,Ultraseven X,10/5/2007,"Ultraseven X is the 23rd entry in the Tsuburaya Productions' long-running Ultra Series. It is a revival of the 1967 classic Ultra Seven, and is the first in Tsuburaya Productions' Ultra hero series to be exclusively for an adult audience and in wide screen high-definition format. The show first aired on October 5, 2007 at 2.15am on CBC and 2.25am on TBS.",0.9748,8.5,8,https://image.tmdb.org/t/p/w500/5jR82lOTAlAHhi6r3zrpUwv8VuZ.jpg,https://image.tmdb.org/t/p/w780/iu2FF46MKz92bxHZlSp8OXdyv9V.jpg,Action & Adventure,14+,"kaiju, kyodai hero, ultraman, tokusatsu","Yuji Kobayashi, Takeshi Yagi, Kazuo Tsuburaya"
261680,Kamen Rider Kiva,1/27/2008,"22 years after the disappearance of his father, Wataru Kurenai lives in an infamous ""haunted house"" where he is destined as Kamen Rider Kiva to fight Fangires, a species of life force-draining vampires who can assume stained glass-like monster body that his father fought years ago before his disappearance. The story is split between Wataru in the present (2008–09) and his father Otoya in the past (1986–87), slowly revealing the link between the Fangire race and Kiva.",1.5956,10,1,https://image.tmdb.org/t/p/w500/6BdKgFr5wViKddmsIB00JtY1mKO.jpg,https://image.tmdb.org/t/p/w780/e7FTq5suxTSqFVciJmlr7tNm8kq.jpg,"Drama, Sci-Fi & Fantasy, Mystery, Action & Adventure, Kids",,"vampire, stained glass, henshin heroes, tokusatsu","Toshiki Inoue, Ryuta Tasaki, Hidenori Ishida, Osamu Kaneda, Takayuki Shibasaki, Hiroyuki Kato, Naomi Takebe, Takaaki Utsunomiya, Takahito Omori"
5615,Engine Sentai Go-Onger,2/17/2008,"The Barbaric Machine Clan “Gaiark” was exiled from the Machine World by the Engines, who are huge machines that have their own will. With the exile, the Gaiark switched their target to the world of humans and attacked to pollute the Earth in order to make it more habitable for them. This is when three young individuals with hearts of justice stand up as Go-Ongers.",3.2958,6.3,18,https://image.tmdb.org/t/p/w500/bHcrJjOR59vm87r2RFYRrcDxkDp.jpg,https://image.tmdb.org/t/p/w780/9ifgcsYIRgVyoROUpWpefP7dBAV.jpg,"Comedy, Sci-Fi & Fantasy, Action & Adventure, Kids",,"monster, pollution, superhero, alternate dimension, racing, mecha, giant robot, giant monster, super power, superhero team, talking car, kaiju, futuristic vehicle, super sentai, henshin heroes, tokusatsu","Junki Takegami, Shojiro Nakazawa, Ryuta Tasaki, Hiroyuki Kato, Noboru Takemoto"
6978,Tomica Hero: Rescue Force,4/5/2008,"Tomica Hero: Rescue Force is a Japanese tokusatsu television series that began airing April 5, 2008, on TV Aichi. It is the first Tomica Hero series based on Takara Tomy's Tomica toy car line. The characters use Tomica's Super Tools and Super Vehicles to help save people from Super-Disasters and battle the evil causing them. It is the second tokusatsu series that Takara Tomy has been involved in following Madan Senki Ryukendo. It is directed by Masato Tsujino, and written by Shinichi Inotsume and Hiroyuki Kawasaki, the same team behind Ryukendo. A film for Tomica Hero: Rescue Force was released in December 2008.",1.6202,7.375,4,https://image.tmdb.org/t/p/w500/pNKF8AOXKx0QPGFIrLJpN2PT1vf.jpg,,"Action & Adventure, Kids",,"henshin heroes, tokusatsu","Shinichi Inotsume, Hiroyuki Kawasaki, Masato Tsujino, Shorei Noma, Toshinori Daidoji, Hideki Oka, Akira Iwamoto, Junpei Shiokawa"
77238,Kamen Rider: Dragon Knight,1/3/2009,"Kamen Rider: Dragon Knight is an American science fiction superhero television series that originally aired on The CW, as part of the CW4Kids programming block, from December 13, 2008 to December 26, 2009. It is an adaptation of the Japanese tokusatsu show Kamen Rider Ryuki and is the second installment in the Kamen Rider franchise to be adapted for American audiences after Saban's Masked Rider in 1995. The series was developed for television by Steve and Michael Wang and produced by Jimmy Sprague through Adness Entertainment.",1.9814,8.158,95,https://image.tmdb.org/t/p/w500/4iUza77ACk3cpCqs4z4Fk5joJr8.jpg,https://image.tmdb.org/t/p/w780/iaOaxd0LgPaxSene0rYDtFUklBZ.jpg,"Action & Adventure, Drama, Kids, Sci-Fi & Fantasy",TV-Y7,"amnesia, kidnapping, superhero, alternate dimension, alien, super power, missing parent, doppelgänger, sfx, based on tv series, war, adaptation, power suit, tokusatsu","Steve Wang, Michael Wang, Michael Gray, Jacqueline Gray, James E. Perry, Koichi Sakamoto"
261692,Masked Rider DCD,1/25/2009,"Nine universes of the previous Kamen Riders from the Heisei era are merging into one, something that would destroy all the worlds. To prevent this, Tsukasa Kadoya transforms into Kamen Rider Decade and is told that to protect his own world he must travel to all of the other Kamen Riders' worlds (Another Rider's worlds) and eliminate the anomalies in those worlds. Along the way, confronting the mysterious Narutaki and the thief Daiki Kaito, they are joined by Yusuke Onodera of the World of Kuuga and Kivala of the World of Kiva.",1.7538,10,1,https://image.tmdb.org/t/p/w500/6VbrSVUKwnFvs6DctkYzVAxgLOg.jpg,https://image.tmdb.org/t/p/w780/oN6pyYUpi2j5F1H3DZiBt3TMcBh.jpg,"Drama, Action & Adventure, Kids, Sci-Fi & Fantasy, Mystery",7,"parallel world, henshin heroes, tokusatsu","Sh? Aikawa, Sh?ji Yonemura, Ryuta Tasaki, Hidenori Ishida, Naoki Tamura, Takayuki Shibasaki"
16347,Samurai Sentai Shinkenger,2/15/2009,"For eighteen generations, samurai of the Shiba Clan have suppressed the evil intentions of the Gedoushu, malevolent spirits that enter the world of the living from gaps between buildings and other structures. Now, Takeru Shiba, the youngest head of the Shiba Clan must gather his four vassals in order to battle the Gedoushu under the revived Doukoku Chimatsuri as the Shinkengers.",3.387,7.3,20,https://image.tmdb.org/t/p/w500/omT1VhZy2R1SmQyrqVMmM5P85LF.jpg,https://image.tmdb.org/t/p/w780/2PE9z3QAmjoMUvsKcJ0lzEwLFOc.jpg,"Sci-Fi & Fantasy, Action & Adventure, Kids",,"monster, samurai, family clan, superhero, mecha, giant robot, giant monster, demon, super power, superhero team, ronin, kaiju, youkai, feudal lord, super sentai, henshin heroes, tokusatsu","Yasuko Kobayashi, Sh?jir? Nakazawa, Ryuta Tasaki, Hiroyuki Kato, Noboru Takemoto"
16229,Tomica Hero: Rescue Fire,4/4/2009,"Tomica Hero: Rescue Fire is a Japanese tokusatsu television series based on Takara Tomy's Tomica toy car line. A sequel to Tomica Hero: Rescue Force, Rescue Fire tells of another branch of the United Fire-Defense Agency that helps save people from Super-Fire created by demons seeking to make people suffer. This series marks the beginning as well as an end of a program franchise dubbed the Tomica Hero Series. The Tomica Hero story was concluded in the special stage production Nissan Haul Special Live Stage FINAL that featured the return of Obuchi, a new R4, and the return of the original R4.",1.2804,9.7,3,https://image.tmdb.org/t/p/w500/kCbkoKs5zIT69wIAU35ahGcIo8E.jpg,https://image.tmdb.org/t/p/w780/mYZFXIWBjTO6zNnJmYuhykD6RMa.jpg,Action & Adventure,ALL,"rescue, superhero team, rescue from fire, henshin heroes, tokusatsu","Takashi Yamada, Yoshimi Narita, Yasushi Hirano, Itaru Era, Mitsutaka Hirota, Mio Inoue, Akira Iwamoto, Hideki Oka, Kenzo Maihara, Junya Morita, Daishi Matsunaga, Toshimitsu Chimura, Yuichi Abe, Yoka Kusano"
262157,Kamen Rider W,9/6/2009,"In the windy city of Fuuto, detective Shotaro Hidari and his partner, the mysterious Philip combine to become the two-in-one Kamen Rider, W in order to fight creatures called ""Dopants"" that abuse the power of items called Gaia Memories.",1.8835,9,2,https://image.tmdb.org/t/p/w500/Ai1mP9JSjQGDe3eEhPF2HaUm6bn.jpg,https://image.tmdb.org/t/p/w780/j8592C7VNK7lnT84VnC77HlvHsY.jpg,"Action & Adventure, Drama, Mystery, Sci-Fi & Fantasy, Kids",,"amnesia, detective agency, drug, henshin heroes, tokusatsu","Riku Sanjo, Ryuta Tasaki, Osamu Kaneda, Hiroyuki Kato, Hideaki Tsukada"
31606,Tensou Sentai Goseiger,2/14/2010,"The alien invasion force called Warstar destroy the Heaven’s Tower, the bridge between the Earth and the Gosei World, home of the Gosei Angels. Five apprentice Gosei Angels who happened to be on the Earth transform into Goseiger and fight to defend the Earth.",4.9338,7.1,13,https://image.tmdb.org/t/p/w500/eoRnlSWTPBcSuil3XMoFLFXtae4.jpg,https://image.tmdb.org/t/p/w780/uy6x1cJuuRReGfMnwGkRfCsD3Te.jpg,"Action & Adventure, Sci-Fi & Fantasy, Kids",,"angel, monster, super computer, superhero, mecha, giant robot, giant monster, fallen angel, robot, alien invasion, single father, ancient culture, superhero team, kaiju, guardian angel, sentai, super sentai, henshin heroes, tokusatsu","Michiko Yokote, Naruhisa Arakawa, Kento Shimoyama, Junko Komura, Akatsuki Yamatoya, Daisuke Ishibashi, Sh?jir? Nakazawa, Noboru Takemoto, Hiroyuki Kato, Ryuta Tasaki"
132692,Shotaro Hidari Hard-Boiled Delusion Diary,2/21/2010,"It's hard being a hard-boiled detective and a Kamen Rider, especially when you have such an annoying girl who owns your detective agency. Shotaro often lets his mind wander following some of Kamen Rider W's most memorable cases.",0.689,0,0,https://image.tmdb.org/t/p/w500/86pAM8PcQLmHNBGW40km5l3PKwX.jpg,,"Comedy, Sci-Fi & Fantasy",TV-Y7,"detective, monster, daydream, superhero, private investigator, spin off, dream sequence, based on tv series, tokusatsu",Shotaro Hidari Hard-Boiled Delusion Diary
197112,Super Sentai Versus Series Theater,5/23/2010,"The Super Sentai Versus Series Theater (スーパー戦隊VSシリーズ劇場 Sūpā Sentai Bāsasu Shirīzu Gekijō) was a special event on TV Asahi during the run of Tensou Sentai Goseiger, airing an hour before. This show was a compilation of thirteen Super Sentai crossover movies in half-hour parts (from Chouriki Sentai Ohranger: Ole vs. Kakuranger through Juken Sentai Gekiranger vs. Boukenger) as well as Kyukyu Sentai GoGo-V the Movie: Sudden Shock! A New Warrior; all broken into half-hour parts (usually two-parts; Hyakujuu Sentai Gaoranger vs. Super Sentai had three). The movies had commentary at the beginning and end by the Goseiger about the teams and the storylines within the movies and along with that, they also talk about what's coming up on their show.",0.6247,10,1,https://image.tmdb.org/t/p/w500/tSxEwVJ7vsxYXUkK5qAWWy1fTRx.jpg,https://image.tmdb.org/t/p/w780/uARLzKIDeCkNgX7uWYBFMGKRLij.jpg,"Action & Adventure, Sci-Fi & Fantasy, Kids",,"super sentai, tokusatsu, goseiger",Super Sentai Versus Series Theater
247761,Manpuku Shoujo Dragonet,7/3/2010,"Maya, Mei, and Runa Shijo are detectives who work at the detective office of Tokuko Shijo, their aunt. At the same time, the girls helps with their parents' Chinese restaurant. However, no one knows, they all are descendants of the dragon tribe, and they transform into dragon warriors called Dragonet . Their goal is solving the incident caused by the evil tiger tribe.",0.8457,6,1,https://image.tmdb.org/t/p/w500/3B8iaYmdQcdeJLMLBa37osllMmo.jpg,,"Sci-Fi & Fantasy, Action & Adventure",,tokusatsu,Manpuku Shoujo Dragonet
262250,Kamen Rider OOO,9/5/2010,"Eiji Hino is a wanderer who has no place to call home and a tragic past. When metallic creatures known as the Greeed awaken after their 800-year slumber to attack humans and feed off of their desires, the disembodied arm of the Greeed named Ankh gives Eiji a belt and three Medals to fight the other Greeed as Kamen Rider OOO. The mysterious Kougami Foundation approaches Eiji and begins assisting him in his fight against the Greeed, though their true motives are not clear. As Eiji fights the Greeed and their Yummy monsters, learning more about the Greeed and Ankh, he starts to find a purpose beyond his journey.",2.068,9.3,3,https://image.tmdb.org/t/p/w500/3bVZefIWO23W4Em2HA6jL2qvaTH.jpg,https://image.tmdb.org/t/p/w780/u4T03SUoBmqeUD3hOYlA44G4zb2.jpg,"Action & Adventure, Drama, Sci-Fi & Fantasy, Kids",,"greed, desire, henshin heroes, tokusatsu, hilarious, homunculi",Kamen Rider OOO
95707,Kaizoku Sentai Gokaiger,2/13/2011,"A group of young pirates from space come to Earth to obtain the ""Greatest Treasure in the Universe"", which can only be acquired after obtaining the Ultimate Powers of the 34 Super Sentai. However, they end up running afoul of the Space Empire Zangyack, whose earlier invasion forces were wiped out by the 34 Super Sentai long ago. As a result, the space pirates use ""pirate copies"" of the powers of the older teams and fight the Zangyack forces as the Gokaigers.",5.0912,7.3,20,https://image.tmdb.org/t/p/w500/yHHf6ERcZMp3av3Bw41FYR68F9I.jpg,https://image.tmdb.org/t/p/w780/x3fvIdnXluHW2XgPont68E7tFCn.jpg,"Action & Adventure, Sci-Fi & Fantasy, Kids",,"monster, treasure hunt, superhero, giant robot, giant monster, pirate, superhero team, kaiju, pirate ship, space pirate, futuristic vehicle, otaku, spaceship, sentai, super sentai, evil empire, fanboy, returning hero, henshin heroes, tokusatsu",Kaizoku Sentai Gokaiger
204821,"OOO, Den-O, All Riders: Let's Go Kamen Riders: ~Let's Look! Only Your 48 Riders~",3/11/2011,"OOO, Den-O, All Riders: Let's Go Kamen Riders: ~Let's Look! Only Your 48 Riders~ (ネット版 オーズ・電王・オールライダー レッツゴー仮面ライダー ～ガチで探せ！君だけのライダー48～, Nettoban Ōzu Den'ō Ōru Raidā: Rettsu Gō Kamen Raidā ~Gachi de Sagase! Kimi dake no Raidā Fōtī Eito~) is the series of net movies accompanying OOO, Den-O, All Riders: Let's Go Kamen Riders. The films total to 48 shorts that were released every Friday beginning March 11, 2011. Each webisode focuses on a Kamen Rider that matches a specific Zodiac sign and a blood type.",0.5834,6,1,https://image.tmdb.org/t/p/w500/1FGilyLhhiagdmBVve0Cj5dOw6t.jpg,,,,"superhero, spin off, blood type, webisode, zodiac signs, tokusatsu","OOO, Den-O, All Riders: Let's Go Kamen Riders: ~Let's Look! Only Your 48 Riders~"
262247,Kamen Rider Fourze,9/4/2011,"After discovering technology that transforms him into the hero Kamen Rider Fourze, high school student Gentaro Kisaragi forms a special club called the ""Kamen Rider Club"" to combat the evil forces infiltrating their school, and along the way, makes friends with everyone he meets.",1.6817,10,1,https://image.tmdb.org/t/p/w500/jgPm3pvDgmYH3FOqFrZnCJjs8sD.jpg,https://image.tmdb.org/t/p/w780/38ggDUA3BTmUZ3IQyckoV9mlUDs.jpg,"Action & Adventure, Drama, Kids, Sci-Fi & Fantasy",12,"high school, outer space, henshin heroes, tokusatsu",Kamen Rider Fourze
42361,Tokumei Sentai Go-Busters,2/26/2012,"New CE 2012. the mysterious organization Vagras aims to threaten the city by stealing the Enetron which is a new power source supporting people’s life. It's up to the Go-Busters to protect the city alongside their partners, the Buddyroids.",4.2902,7.125,16,https://image.tmdb.org/t/p/w500/5z8xQxlrS074NPSjlngFzYhM5t0.jpg,https://image.tmdb.org/t/p/w780/aOasd5CZ4qFMfm5XL7PhIMYj1q4.jpg,"Sci-Fi & Fantasy, Action & Adventure, Drama, Kids",,"artificial intelligence (a.i.), monster, superhero, alternate dimension, mecha, giant robot, giant monster, orphan, superhero team, kaiju, military, transforming robot, special ops, futuristic vehicle, super sentai, henshin heroes, tokusatsu",Tokumei Sentai Go-Busters
43199,Danger 5,2/27/2012,"Set in a bizarre, 1960's inspired version of World War II, the action comedy series follows the finest group of spies the Allies have to offer on a mission to kill Adolf Hitler.",1.3736,7.373,67,https://image.tmdb.org/t/p/w500/qPfORQ0E1c9qWiRzKaD6bTmX3r0.jpg,https://image.tmdb.org/t/p/w780/5DoUE20asv2gdd1TYCDmIrlUi1i.jpg,"Comedy, Action & Adventure",16,"spy, world war ii, parody, spoof, 1960s, absurdism, retrofuturism, 80s style, adolf hitler, space time, kyodai hero, spies, space-time continuum, tokusatsu","Dario Russo, David Ashby, Kate Croser"
78591,Hikonin Sentai Akibaranger,4/6/2012,"A beautiful-yet-awkward genius recruits three otaku to protect Akihabara. Powered only by their own delusions, and aiming to be acknowledged as a true Sentai team, they become the Unofficial Sentai, Akibaranger!",3.1708,8.2,12,https://image.tmdb.org/t/p/w500/fT5Zg4QozU5AhrxdhAXrAUiz7Nn.jpg,https://image.tmdb.org/t/p/w780/kESijGSMntyboKF193JY8U4jrEi.jpg,"Action & Adventure, Comedy",,"surrealism, breaking the fourth wall, spin off, otaku, akihabara, sentai, super sentai, henshin heroes, absurdist humor, tokusatsu","Naruhisa Arakawa, Junko Komura, Ryuta Tasaki, Nobuhiro Suzumura, Jun Hikasa"
126110,Dragon Force,5/25/2012,"In 2026, human science and technology are highly developed, solar energy, geothermal energy, wind energy and other environmentally friendly energy sources are widely promoted. People live rich and satisfied. Suddenly one day, the genius inventor Dr. J detected that these environmentally friendly energy sources suddenly disappeared. Mankind has fallen into a major ecological crisis. The environmental protection base decided to select a group of outstanding members to form a steel flying dragon to investigate the causes of the global environmental crisis.",3.7524,7,1,https://image.tmdb.org/t/p/w500/igokvajiRgBPMmsm0Rm9NH7iFu2.jpg,https://image.tmdb.org/t/p/w780/AmmSTK9huJClbwaWqxSIfWVhLi8.jpg,"Kids, Action & Adventure, Sci-Fi & Fantasy, Animation",,"hero, villain, cartoon, superhero, giant robot, robot, supervillain, masked hero, 3d animation, henshin heroes, tokusatsu","Kazuya Hatazawa, Tommy Wong"
139654,Kamen Rider Wizard,9/2/2012,"Phantoms, monstrous beings born out of the hopelessness and despair of humans, have been appearing and causing chaos. Battle mage Haruto Soma, uses the magical Wizard rings to turn into Kamen Rider Wizard and fight to protect the light of hope. Why did he undertake this fate? And what is the Phantoms' goal?",1.6348,10,2,https://image.tmdb.org/t/p/w500/sJzKAatHFCYYx8MgKdbdxMZuTOn.jpg,https://image.tmdb.org/t/p/w780/pykICaIHB88WxoDZ20u3MNpZMXL.jpg,"Action & Adventure, Drama, Kids, Sci-Fi & Fantasy",,"magic, superhero, henshin heroes, magic ring, tokusatsu","Tsuyoshi Kida, Shojiro Nakazawa, Satoshi Morota, Hidenori Ishida, Kenz? Maihara, Ryuta Tasaki, Takayuki Shibasaki"
85236,Neo Ultra Q,1/12/2013,"Ultra Q has returned, and continues investigations of monstrous appearances and strange ecological phenomenons.",0.8943,9.2,4,https://image.tmdb.org/t/p/w500/djEI8o2F2GaFPaJlpEXrgtShBZI.jpg,https://image.tmdb.org/t/p/w780/hgE9oHz2R0uKxpB0VqZDDFofZKf.jpg,"Mystery, Sci-Fi & Fantasy",14+,"kaiju, tokusatsu","Kiyotaka Inagaki, Gakuryu Ishii, Kiyotaka Taguchi, Yu Irie, Yu Nakai"
95503,Zyuden Sentai Kyoryuger,2/17/2013,"The Deboth Army who invaded the Earth in the time of the dinosaurs has revived. Wise God Torin selects 5 brave individuals who can defeat their respective Zyudenryu and give them powers to become the “People of the Strong Dragons”, Kyoryuger.",5.0948,6.8,13,https://image.tmdb.org/t/p/w500/v44FiDxb8p9695BAsQLbLocv6bl.jpg,https://image.tmdb.org/t/p/w780/1mkEozbN99hnd09ZgiIDbPFAfQD.jpg,"Sci-Fi & Fantasy, Action & Adventure, Comedy",7,"monster, superhero, mecha, giant robot, giant monster, dinosaur, samba, alien invasion, ancient culture, superhero team, kaiju, super sentai, robot dinosaur, hero-villain love, henshin heroes, tokusatsu","Riku Sanjo, Koichi Sakamoto, Noboru Takemoto, Takayuki Shibasaki, Katsuya Watanabe, Hiroyuki Kato, Kazuya Konaka"
