ID,Name,First Air Date,Overview,Popularity,Vote Average,Vote Count,Poster_URL,Backdrop_URL,Genres,Age_Rating,Keywords,Director
115337,Moonlight Mask,2/24/1958,"Moonlight Mask (aka Gekko Kamen), is a black and white tokusatsu TV drama series, produced by the advertising agency Senkosha and was aired on KRTV (now TBS) from February 24, 1958 to July 5, 1959, with a total of 130 (or 131) episodes, divided into 5 segments.  Since the original show, Gekko Kamen has gained the popularity of being the first Japanese live action television superhero, appearing in films and TV shows well past the length of the original series.",3.077,0,0,https://image.tmdb.org/t/p/w500/1plFS6wshk8MMh6ypci5SKccQlj.jpg,,"Action & Adventure, Sci-Fi & Fantasy, Drama, Family, Mystery",,"japan, detective, mask, superhero, motorcycle, kaiju, science fiction, tokusatsu","K?han Kawauchi, Tsuneo Kobayashi, Hideo Hashi"
203521,Tetsuwan Atom,3/7/1959,"Mighty Atom (鉄腕アトム Testuwan Atomu?) is a Japanese Tokusatsu TV show that was created by MBS Productions and had aired on MBS. It was the first adaptation of Mighty Atom (a.k.a. Astro Boy), which pre-dates the 1963 Mighty Atom anime television show.",1.1273,4,1,https://image.tmdb.org/t/p/w500/heSX9gxhlNa1svAcAMnuyl6R962.jpg,,Sci-Fi & Fantasy,,"android, based on manga, tokusatsu","Osamu Tezuka, Hiroshi Yoshikawa, Seika Shiba"
4766,Ultra Q,1/2/1966,"As supernatural events and monster attacks rock Japan, the military and government look to be overwhelmed. Three intrepid young investigators—two pilots and a reporter—take it upon themselves to study these unexplained phenomena in order to inform and protect the public.  With allies and science aiding them on their journey, the trio must separate myth from history as they explore the greater mysteries of these occurrences: are they unrelated, or is this barrage somehow a portent of even worse things to come?",2.034,8.2,20,https://image.tmdb.org/t/p/w500/jcPwG0aneLwZ0dszjwIppSFCYL4.jpg,https://image.tmdb.org/t/p/w780/zzPy9SQyxlXugE1gQZ4ZrAFU8wk.jpg,Mystery,PG,"monster, supernatural, alien, episodic, kaiju, ghost, ultraman, tokusatsu","Tetsuo Kinjo, Hajime Sat�, Seika Shiba"
3425,Ultraman,7/17/1966,"Hayata is a member of the Science Patrol, an organization tasked with investigating bizarre anomalies. He is mortally wounded when accidently encountering an alien being from Land of Light, who grants Hayata new life as the two are merged into one. Now, whenever a threat arises that is too great for the Science Patrol to handle, Hayata activates the beta capsule and becomes the hero known as Ultraman.",7.2453,8.4,52,https://image.tmdb.org/t/p/w500/7BanECmWCduOuJ5LzCjY93IdyPU.jpg,https://image.tmdb.org/t/p/w780/nQViCFfoObO5Xs8oHVjyfF4rHeL.jpg,"Action & Adventure, Sci-Fi & Fantasy, Mystery",TV-PG,"japan, martial arts, hero, villain, investigation, friendship, superhero, extraterrestrial, alien, disaster, giant monster, alien invasion, fighting, super power, kaiju, hidden identity, giant, supervillain, anomaly, organization, kyodai hero, ultraman, teamwork, henshin heroes, tokusatsu","Tetsuo Kinjo, Hajime Sat�, Seika Shiba"
13309,Space Tokusatsu Series: Captain Ultra,4/16/1967,"Loosely based on Captain Future, by Edmond Hamilton.",0.5138,6,1,https://image.tmdb.org/t/p/w500/aJVSBVAsWPOn84M2Ueux5X7eL7a.jpg,,"Sci-Fi & Fantasy, Kids",,tokusatsu,"Susumu Takaku, Hajime Sat�, Hideo Hashi"
77396,Ultraseven,10/1/1967,"In the not-too-distant future, the Earth finds itself constantly under attack from extraterrestrial threats. The Terrestrial Defense Force establishes the Ultra Garrison, a team of six elite members who utilize high-tech vehicles and weaponry. Joining their fight is the mysterious Dan Moroboshi, secretly an alien from the Land of Light in Nebula M-78, who transforms into his true form in times of crisis, Ultraseven.",5.3288,7.8,113,https://image.tmdb.org/t/p/w500/4HEtZZY4OISae6vpMCzREyzXFQi.jpg,https://image.tmdb.org/t/p/w780/7hhGeFLxJvRWWgYWEC5AO7MCefW.jpg,"Action & Adventure, Sci-Fi & Fantasy, Family",PG,"monster, secret identity, hero, villain, superhero, alien, giant monster, dinosaur, alien invasion, super power, kaiju, kyodai hero, ultraman, henshin heroes, dramatic, tokusatsu, depressing, bold","Shinichi Sekizawa, Norio Mine, Fuminori Ohashi"
5007,Giant Robo,10/11/1967,Join Daisaku Kusama and Giant Robo as they battle the interstellar terrorist group Big Fire.,1.4516,7.6,8,https://image.tmdb.org/t/p/w500/kLqjBFkHWYOQKL5fQs03pG1iGSt.jpg,https://image.tmdb.org/t/p/w780/4lQy8tji96HsXDuOxagpvaDL4Ua.jpg,"Action & Adventure, Kids, Sci-Fi & Fantasy",,"mecha, based on manga, tokusatsu","Mitsuteru Yokoyama, Hiroshi Yoshikawa, Seika Shiba"
81681,Agon: The Atomic Dragon,1/2/1968,"Agon: The Atomic Dragon is a miniseries produced by Nippon Television sometime in 1964, and later aired on Fuji TV from January 2 to January 5, 1968. Internationally, the series is known as Agon: Atomic Dragon. The series was re-released and re-edited as a condensed 96-minute feature-length film in the mid-1990s by Toho.",0.4861,0,0,https://image.tmdb.org/t/p/w500/d1muNCnWdRAyRbNmNzKpf0W9ZQF.jpg,,,,"miniseries, tokusatsu","Shinichi Sekizawa, Norio Mine, Fuminori Ohashi"
4580,Return of Ultraman,4/2/1971,"In a fight between two giant monsters named Takkong and Zazahn, young race car driver Hideki Go is killed while trying to rescue a little boy and a dog from the falling rubble. His valiant sacrifice is noted by everyone, even his friends and the new defense force MAT, but an unseen being also takes notice. Looking over Go is the ""New Ultraman"", who is so touched by Go's actions that he decides to combine his life force with that of Hideki, thus bringing him back to life. Hideki Go then joins the MAT and fights alongside them and Ultraman against monsters and alien invaders.",2.4718,8.7,15,https://image.tmdb.org/t/p/w500/sBSiT35A9W3Kv0RFxxVPbc7Z9fk.jpg,https://image.tmdb.org/t/p/w780/4IOFHWbNgKZcfUbh2Hs7DA4pyiv.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama",PG,"japan, monster, hero, villain, superhero, extraterrestrial, giant monster, dinosaur, kaiju, giant, supervillain, ultraman, henshin heroes, tokusatsu","Shoichi Takamoto, Ishiro Honda, Seika Shiba"
2661,Kamen Rider,4/3/1971,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominate the world. After being remodeled into a cyborg, Takeshi escapes and swears to protect the world from the inhuman monsters.",21.9047,6.4,89,https://image.tmdb.org/t/p/w500/2DIBDFHiKQawz4WPsYekl9DHwyA.jpg,https://image.tmdb.org/t/p/w780/usLRh1bcbL0Q9X8zf6rL4OV1qrA.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama",L,"artificial intelligence (a.i.), cyborg, martial arts, monster, hero, secret organization, villain, biker, superhero, tribe, conspiracy, swordsman, memory loss, impostor, based on manga, motorcycle, super power, masked superhero, supervillain, mysterious death, masked supervillain, death of hero, superhero teamup, mysterious disappearance, henshin heroes, friends to enemies, tokusatsu, evil dad","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
250877,Suki! Suki!! Majo sensei,10/3/1971,"Hikaru Tsuki is a new 5th grade teacher at Tozai Elementary School. Secretly, she is also the alien princess of Planet Alpha and a peacekeeper for the Space Alliance assigned to Earth.",0.5835,0,0,https://image.tmdb.org/t/p/w500/loGf3zTv8wtVCRIlQ2v0V9zQO7E.jpg,,"Action & Adventure, Sci-Fi & Fantasy",,"henshin heroes, tokusatsu","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
8857,Mirrorman,12/5/1971,"A young man, like his lost father, is destined to become a metallic reflection-powered superhero to fight monsters created by a sinister alien menace known simply as the ""Invaders"".",1.379,8.3,3,https://image.tmdb.org/t/p/w500/cjOjAOMQm48rZKOC0miyl1Vk7qh.jpg,https://image.tmdb.org/t/p/w780/zwlEjMlh4ejzFMwS3mhByGJFU7J.jpg,"Action & Adventure, Sci-Fi & Fantasy",,"superhero, giant monster, alien invasion, kaiju, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
138100,Choujin Barom-1,4/2/1972,"Chojin Barom One (超人バロム・1 Baromu Wan), or Superhuman Barom 1 is a live-action adaptation of a Japanese manga series written by Takao Saito, produced two years after the comic was originally released. It stars Hiroyuki Takano as Gentaro Shiratori and Hiroki Izuka as Takeshi Kido, the two protagonists.",0.8908,10,2,https://image.tmdb.org/t/p/w500/slM46rSedmKQBiPhUEllXuGp3qx.jpg,https://image.tmdb.org/t/p/w780/5xfQ0tzwMOxWIBFNSEJh4IW0Zmz.jpg,"Action & Adventure, Sci-Fi & Fantasy, Comedy, Drama",,"superhero, alien, superhuman, based on manga, super power, cosmic, superhuman abilities, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
202000,Henshin Ninja Arashi,4/7/1972,"Set in the Edo Period of Japan, the series follows a young ninja named Hayate, who is the son of a man who developed a special technique called the ""Transformation Jutsu"" capable of granting a superhuman form. However, their Ninja clan, the warmongering Blood Wheel Clan, begins using the Transformation Jutsu to spread fear and terror all throughout Japan as part of their campaign to conquer it, going against the peaceful intentions Hayate's father had when creating it. After the Blood Wheel Clan slaughter a village, Hayate is able to convince his initially reluctant father to perform the transformation procedure on him, enabling him to become a birdman ninja known as ""Arashi"" to defend people from the Blood Wheel Clan. Hayate's father is later murdered by the Blood Wheel Clan when they discover his betrayal, but Hayate himself escapes and teams up with the Iga Clan to fight and keep the Blood Wheel Clan from taking over Japan.",1.3338,10,2,https://image.tmdb.org/t/p/w500/fANO2vspDq8A99X8kjBTInFsv15.jpg,https://image.tmdb.org/t/p/w780/GCLm3cNftc2kgDsSpYtxehLnH4.jpg,"Drama, Action & Adventure, Sci-Fi & Fantasy",,"jidaigeki, henshin heroes, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
1279,Ultraman Ace,4/7/1972,"Yapool, an ancient interdimensional race of beings tries to conquer the Planet Earth with his army of monsters, called Terrible-Monsters. The newest member of the Ultra Brothers, Ultraman Ace, arrives on Earth to aid humanity in the battle against Yapool. Touched by the sacrifices of Seiji Hokuto and Yuko Minami, he revives them and grants them the Ultra Rings, which allows them to transform into Ultraman Ace in times of need.",1.4384,7.75,20,https://image.tmdb.org/t/p/w500/v6EBzbYkT7ATQYB7RpgiAmTS8wS.jpg,https://image.tmdb.org/t/p/w780/nm3PwkEG5HBGjpjCVkVbaXjS4EJ.jpg,"Action & Adventure, Sci-Fi & Fantasy",PG,"japan, monster, hero, villain, superhero, extraterrestrial, giant monster, extraterrestrial life form, kaiju, giant, supervillain, extraterrestrial life, ultraman, henshin heroes, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
13274,Android Kikaider,7/8/1972,"A transforming super-android, on the run from an evil organization, fights rampaging robot monsters and helps his creator's daughter & son find their lost father.",1.7243,7.8,4,https://image.tmdb.org/t/p/w500/z3x37ejcgeqtz7JB5N87PuIvgLc.jpg,https://image.tmdb.org/t/p/w780/wBBL8A2eaTOQ6FQjDqOnLCFMnqo.jpg,Action & Adventure,,"android, superhero, henshin heroes, tokusatsu, kikaider","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
13517,Fireman,1/7/1973,"Fireman, known as Magma Man in some markets, is a Japanese tokusatsu television series about a superhero, the title character, who fights kaiju and other villains. Produced by Tsuburaya Productions, the show was broadcast on Nippon Television from January 7 to July 31, 1973, with a total of 30 episodes. This was also one of several shows Tsuburaya did to celebrate the company's 10th Anniversary.",0.491,6,1,https://image.tmdb.org/t/p/w500/zjJ3k5JkgPtX7sBvpXCIX38cALp.jpg,,"Action & Adventure, Sci-Fi & Fantasy",,tokusatsu,"Shoichi Takamoto, Shoji Otomo, Seika Shiba"
20283,Iron Man Tiger Seven,2/11/1973,"Tetsujin Tiger Seven, translated as Iron Man Tiger 7, was a Japanese tokusatsu television series that aired in 1973, produced by P Productions. Unlike P. Productions previous series about cat based heroes Iron Man Tiger 7 is set in modern Japan.  Takigawa Go gets the power to transform into Tetsujin Tiger Seven from an artificial heart and a magic pendent. To transform he utters the henshin phrase ""Tiger Spark"". Takigawa Go is played by Tatsuya Nanjô who also starred in Toei's Henshin Ninja Arashi. Go rides a Suzuki motorcycle with rocket boosters. When he transforms into Tiger Seven the motorcycle transforms as well to become ""Spike Go"". Spike Go can drive itself, coming to its master's aid when Tiger 7 roars.  Tetsujin Tiger 7 was apparently P. Production's attempt at a Kamen Rider style series. They even hired Shunsuke Kikuchi composer of the 1970s Kamen Rider music to write the music for Tetsujin Tiger 7.",0.7378,6,1,https://image.tmdb.org/t/p/w500/nc1KoMjSZyDMetLB0FvJ69r6Uo8.jpg,https://image.tmdb.org/t/p/w780/xHoPnF3r6q4JRBjkFNptfJb3w6K.jpg,"Action & Adventure, Kids, Sci-Fi & Fantasy",,"tiger, motorcycle, henshin heroes, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
278406,Kamen Rider V3,2/17/1973,"Follow the adventures of Shiro Kazami, a bio-chem major at Jonan University in Tokyo. After witnessing the murder of a member of the evil organization Destron, Kazami is targeted by Destron which kills his family and leads him down a road of revenge that crosses paths with both Hongo Takeshi and Ichimonji Hayato, the original Kamen Riders and his eventual transformation into Kamen Rider V3!",0.6426,10,2,https://image.tmdb.org/t/p/w500/lCY3u4i4MqBvBym4SMnX9WWCcYU.jpg,https://image.tmdb.org/t/p/w780/eRnU6lmvCh2TXjcqt7EBoXCyNO6.jpg,"Action & Adventure, Kids, Sci-Fi & Fantasy, Drama",NR,"cyborg, sequel, superhero, motorcycle, henshin heroes, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
12886,Zone Fighter,4/2/1973,"Zone Fighter, known in Japan as Ryūsei Ningen Zone, is a tokusatsu science fiction superhero television series. Produced by Toho Company Ltd., the show aired on Nippon Television from April 2 to September 24, 1973, with a total of 26 episodes, it was cancelled due to the oil crisis of 1973. This was Toho's answer to not only the popular Ultra Series, but the Henshin Hero phenomenon started by shows like Kamen Rider and Android Kikaider. The previous year, Toho had just made their successful first superhero show, Rainbowman. The series was also notable for its guest appearance by Toho's own Godzilla, as well as two other Toho monsters, King Ghidorah and Gigan. Supplementary materials published by Toho have confirmed Zone Fighter to be part of the Showa-era Godzilla series, taking place in between Godzilla vs. Megalon and Godzilla vs. Mechagodzilla.",0.8832,7.7,3,https://image.tmdb.org/t/p/w500/jstFGUb5oriwQFjTUonbnKQWg8J.jpg,https://image.tmdb.org/t/p/w780/h07IdxvqNmEw7Uuv5x3xEgVlR60.jpg,"Action & Adventure, Sci-Fi & Fantasy",,"superhero, alien, giant monster, dragon, dinosaur, alien invasion, superhero team, kaiju, king ghidorah, godzilla, kyodai hero, robot dinosaur, tokusatsu","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
3856,Ultraman Taro,4/6/1973,"Kotaro Higashi trained to be a boxer, but after an icident with Astromons, he was killed. However, his body was brought to Nebula M-78 where Mother of Ultra saved his life by joining him with Ultraman Taro. Taro had spent many years training, honing his skills based on those of the other Ultra Brothers to become strong. The two returned to earth as a new kaiju era was beginning.",2.1522,8.6,10,https://image.tmdb.org/t/p/w500/kQIcKS1N0HPahg3HcamPszw31H2.jpg,https://image.tmdb.org/t/p/w780/bpseglVmyzjyzHEM1nJTKnzWy6b.jpg,"Action & Adventure, Sci-Fi & Fantasy",PG,"monster, hero, villain, superhero, giant monster, kaiju, supervillain, ultraman, henshin heroes, tokusatsu","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
13594,Kikaider 01,5/12/1973,"Kikaider 01, is a tokusatsu superhero TV series, and a sequel series to Android Kikaider. Produced by Toei Company Ltd., it was broadcast on NET from May 12, 1973 to March 30, 1974, with a total of 46 episodes. Its title in Hawaii is Kikaida 01.",0.6169,9,3,https://image.tmdb.org/t/p/w500/5cS47IlVWS4w5YXt9ZzyKhN7phe.jpg,https://image.tmdb.org/t/p/w780/bm4xQ4KCYUmquWdQIvkKlbbLAHz.jpg,Action & Adventure,,"android, sequel, superhero, henshin heroes, tokusatsu, kikaider","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
6875,Super Robot Red Baron,7/4/1973,"Super Robot Red Baron is a Japanese tokusatsu series that aired from April 4, 1973, to March 27, 1974. Its story was later retold in the anime Red Baron and it had a sequel titled Super Robot Mach Baron.",1.2052,6,1,https://image.tmdb.org/t/p/w500/5P3oMZNvRq9m7EARhDUhOtDqdzC.jpg,https://image.tmdb.org/t/p/w780/l7r3f5Gq1FfgmVBGwJwBZbssmU6.jpg,Action & Adventure,,"hero, giant robot, super robot, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
19315,Kure Kure Takora,10/1/1973,"Kure Kure Takora—the main character of the show wants everything he sees and says ""Kure! Kure!"" all the time.",0.5781,10,2,https://image.tmdb.org/t/p/w500/leuOv6W1bBErLBPXseZ4T9WXp8T.jpg,,"Comedy, Family, Kids",,tokusatsu,"Shoichi Takamoto, Shoji Otomo, Seika Shiba"
239151,Diamond Eye: Warrior Of Light,10/5/1973,"A young reporter, Kotaro Rai, is on the trail of a ring of gem thieves. But Rai is faced with an evil that threatens all of Asia, the Zensei Majin who had been in disguise. Luckily, the man's life is saved by a good spirit named Diamond Eye, who had appeared from one of the stolen diamond rings. From that day on the diamond hero entrusted the ring in Rai, and when he's in need of help, Diamond Eye would appear and protect him.",0.7305,6,1,https://image.tmdb.org/t/p/w500/pnYTcF0ld6Jju52Iv4GBBruklG.jpg,,"Sci-Fi & Fantasy, Action & Adventure, Drama",,tokusatsu,"Shoichi Takamoto, Shoji Otomo, Seika Shiba"
20280,Go! Godman,10/5/1973,"Ike! Godman is a tokusatsu tv series by Toho. It ran from October 5, 1972 to April 10, 1973. This was Toho's first Kyodai Hero. It was pulled from reruns on September 28, 1973 and it was replaced by Ike! Greenman.  While on air Monday through Saturday, with only one or two episodes per week, each episode consisted of six parts and each part was five minutes long. The entire series ran for twenty-six episodes.",1.8624,6,1,https://image.tmdb.org/t/p/w500/afr0QxoTMYpmmlbtwkZTmtEf9Kv.jpg,,"Sci-Fi & Fantasy, Action & Adventure",,"kyodai hero, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
19400,Go! Greenman,11/12/1973,"Go! Greenman is a tokusatsu TV series by Toho in 1973. It ran from November 12, 1973, to September 27, 1974. It replaced Go! Godman.",0.6361,9.2,5,https://image.tmdb.org/t/p/w500/mfGZ3U8Y9owHpCLLS4B2Zt0frpP.jpg,,"Sci-Fi & Fantasy, Action & Adventure",,"superhero, kyodai hero, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
278438,Kamen Rider X,2/16/1974,"Robotics scientist Keitaro Jin and his son Keisuke become caught up in a campaign of terror by an evil organization known as ""G.O.D."". They are attacked and the professor's technology gets stolen, but before Keitaro dies, he performs surgery on his son, using the last of his robotics technology to transform Keisuke into the ""X-Rider"". To avenge his father's death and ensure the safety of the entire world, Keisuke uses this technology as he battles the monstrous minions of G.O.D.’s Japan branch.",0.8194,10,1,https://image.tmdb.org/t/p/w500/zFQejfh1rpPdSoM8fbp7KcToFqH.jpg,https://image.tmdb.org/t/p/w780/b0RR2RrqKIMYrjyB6ahemJoeAwn.jpg,"Action & Adventure, Drama, Sci-Fi & Fantasy",,"cyborg, superhero, motorcycle, henshin heroes, tokusatsu","Shoichi Takamoto, Shoji Otomo, Seika Shiba"
5157,Ultraman Leo,4/12/1974,"Ultraman Leo is an Ultra foreign to the Land of Light, instead hailing from the fallen Planet L77 of the Leo constellation, where he and his brother Astra were royalty. After his planet was destroyed by Alien Magma and his twin Giras kaiju, Leo traveled to Earth, intending to make it a second home. While there, he blended into human society as Gen Ohtori, and became a gym instructor at a fitness club for children. But, when the Alien Magma that destroyed L77 came to conquer Earth, he was forced to take action. Leo met Ultraseven during his initial fight against Alien Magma, and became the first Ultra Crusader of Earth to not hail from the Land of Light. Unlike most of the previous Ultras to visit Earth, Leo's fighting style specializes in martial arts giving him far greater physical abilities than any other known Ultras. Despite his foreign origins, he, along with Astra, were readily accepted into the pantheon of the Ultra Brothers. During his tenure on Earth, Leo and Seven became very close, and it was for this reason that Seven would eventually entrust the training of his son Ultraman Zero to Leo and Astra.",4.2326,7.8,13,https://image.tmdb.org/t/p/w500/ycyDo1LF5UyEaQUkBybDRj87av0.jpg,https://image.tmdb.org/t/p/w780/qmgjtzagzZajHgwsgpnrTv8a2mf.jpg,"Action & Adventure, Sci-Fi & Fantasy",PG,"japan, monster, hero, villain, superhero, extraterrestrial, giant monster, extraterrestrial life form, kaiju, giant, supervillain, extraterrestrial life, ultraman, henshin heroes, tokusatsu","Shigemitsu Taguchi, Shoichi Takamoto, Seika Shiba"
278477,Kamen Rider Amazon,10/19/1974,"A plane crashes in the Amazon rainforest, leaving young Daisuke Yamamoto stranded without his parents. Soon adopted by an Incan tribe under the name ""Amazon"", he becomes a wild child, living off the land. However, his village is massacred by the Ten-Faced Demon Gorgos, who searches for the powerful GiGi Armlet to take over the world with it. The last Inca, Elder Bago, gives Amazon the GiGi Armlet for safekeeping and uses his knowledge of Incan science and magic to perform a mystic ritual on Amazon and transform him into the powerful ""Kamen Rider Amazon"" before dying. Now in Japan, Amazon battles the evil organization Gedon, unaware of why they pursue him. Befriending Professor Kousaka's nephew and niece, Amazon learns of the GiGi Armlet's true nature and ultimately defeats Gedon, then the Garanda Empire.",1.6264,10,1,https://image.tmdb.org/t/p/w500/4QjrLtMtAxKejzKMERoghaHOlFO.jpg,https://image.tmdb.org/t/p/w780/dXmBSLiUzxHogIapkINCeQtcp8i.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama, Kids",,"amazon rainforest, motorcycle, henshin heroes, tokusatsu","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
225537,Seigi no Symbol: Condorman,3/31/1975,"Isshin Mitsuya, a member of the peace organization ""Flags of the World"", loses his life in the Nevada hinterland to protect the eggs of the Dragon Condor, the guardian deity of the ancient Mu Empire. Dragon Condor dies after seeing the birth of Golden Condor, but old man Taba, a sorcerer, combines Mitsuya Isshin's heart of love and justice, Dragon Condor's steel body, and Golden Condor's relentless fighting spirit to create Superman Condorman...",0.7003,6,1,https://image.tmdb.org/t/p/w500/uawVwHmQAJswkRBBVCEVZUlCen6.jpg,https://image.tmdb.org/t/p/w780/4Rm2eysZfViDnESkBU40W2HO6yB.jpg,"Action & Adventure, Sci-Fi & Fantasy",,tokusatsu,"K?han Kawauchi, Minoru Matsushima, Kunihiko Suzuki"
278481,Kamen Rider Stronger,4/5/1975,"Shigeru Jo joins the evil organization Black Satan after the death of his close friend and mentor Goro Numata. He, promised power, and fueled by a desire for revenge, undergoes surgery to become one of Black Satan's super warriors. However, Shigeru knows that Black Satan were in fact the murderers of his friend; he was using Black Satan in order to gain new powers. The newly powered up Shigeru escapes from the Black Satan headquarters before they can brainwash him into following their campaign of evil and becomes Kamen Rider Stronger. While escaping from Black Satan, Stronger meets Yuriko Misaki another cyborg warrior created by Black Satan who has the ability to transform into Electronic Wave Humanoid Tackle. Together they fight the evil Black Satan and later the Delzer Army to restore peace in Japan.",0.5565,10,1,https://image.tmdb.org/t/p/w500/9ExTdKBV8WpL7VtubEqE6UAtMqC.jpg,https://image.tmdb.org/t/p/w780/w984r3Zu47yk6Q9cB2zZmlbdZoP.jpg,"Action & Adventure, Drama, Sci-Fi & Fantasy",,"cyborg, superhero, electricity, henshin heroes, tokusatsu","Shotaro Ishinomori, Shoji Otomo, Seika Shiba"
262849,Super Sentai Series,4/5/1975,,11.1747,10,2,https://image.tmdb.org/t/p/w500/jF7rytgLHqH77xDBnK1xupB0uac.jpg,https://image.tmdb.org/t/p/w780/dcubwLpS0e9r8R4RDQjynNu3bD1.jpg,"Action & Adventure, Sci-Fi & Fantasy, Kids, Drama",,"angel, spy, samurai, magic, mecha, ninja, giant robot, alien invasion, parallel world, superhero team, military, space pirate, super robot, super sentai, henshin heroes, tokusatsu","Hideo Azuma, Shotaro Ishinomori, Masaki Tsuji"
3287,Himitsu Sentai Gorenger,4/5/1975,"A powerful terrorist organization known as the Black Cross Army threatens to destroy the Earth, with only the defense organization EAGLE (EArth Guard LEague) able to oppose them. In retaliation, Black Cross Army destroys multiple EAGLE headquarters across Japan, killing all but five people. Now, these five remaining EAGLE members are called to form a secret, powerful team known as Gorenger, the only force left that has a chance to stop the Black Cross Army and their evil leader, Black Cross Führer.",4.8494,8.1,9,https://image.tmdb.org/t/p/w500/8QRnzR7njAGl0nyKxOYVs8mxN5n.jpg,https://image.tmdb.org/t/p/w780/j3UxzpQbOckS6Q3ekoiCgCPtKzw.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama, Kids",,"monster, hero, villain, superhero, super power, superhero team, supervillain, sentai, super sentai, henshin heroes, tokusatsu","Bunzo Wakatsuki, Keisuke Fujikawa, Hiroyasu Yamaura, Shigemitsu Taguchi, Toyohiro Ando, Showa Ohta"
19633,Akumaizer 3,10/7/1975,"Akumaizer 3 is a Japanese science fiction tokusatsu television series, created by Shotaro Ishinomori and produced by Toei Company. The series premiered on Tuesday October 7, 1975 at 7:30, and ran for 38 episodes in that timeslot on NET, now known as TV Asahi. The series remains obscure outside of Japan, but was popular and renowned in its home country. The series was followed by a sequel called Chojin Bibyun which used rejected designs from the Kamen Rider series as its hero designs.",0.6299,10,2,https://image.tmdb.org/t/p/w500/y0hReZs68mJI24DZiMJtm84mx9x.jpg,https://image.tmdb.org/t/p/w780/aXFYFigX9tsq40tVFwSRmIB6dcp.jpg,Drama,,tokusatsu,"Masaru Igami, Shigemitsu Taguchi"
16886,Space Ironmen Kyodain,4/2/1976,"Space Ironmen Kyodyne was a Japanese tokusatsu science fiction superhero television series. The show, like numerous others of its type and era, were produced as a joint effort between manga artist Shotaro Ishinomori and Toei Company producer Hirayama Tôru. It premiered in 1976 and ran for 48 episodes. The show is well known for its strange plot and costume design, rapid-fire and purposefully disorienting editing, and unique, sometimes surreal, atmosphere. The late Yūsuke Natsu and Takeshi Sasaki starred as Skyzel and Grounzel respectively.",0.992,10,2,https://image.tmdb.org/t/p/w500/kcjR9bH5UGN4TJmh6KmJTEpXtcz.jpg,https://image.tmdb.org/t/p/w780/e5G5DJQ2bvbDLsWHFDeKDadigpz.jpg,"Action & Adventure, Family, Drama, Sci-Fi & Fantasy",,"superhero, alien, tokusatsu","Shigemitsu Taguchi, Shinichi Ichikawa, Hiroshi Yoshikawa"
21765,The Kagestar,4/5/1976,"While rescuing his wealthy boss's daughter from kidnappers, Sugata Kageoh, struck by an electric shock, was given the ability to merge with his shadow and transform into Kagestar!",1.1263,10,1,https://image.tmdb.org/t/p/w500/oh3ozqN2cgZMQ98hg3DGuG5DIwf.jpg,https://image.tmdb.org/t/p/w780/hdUOt7QXDbeBRuDEqoh6jpprvEX.jpg,"Action & Adventure, Drama, Kids, Sci-Fi & Fantasy",,"electric shock, daughter, henshin heroes, tokusatsu","Shigemitsu Taguchi, Shinichi Ichikawa, Hiroshi Yoshikawa"
